# target,,uncorrected (10 iterations),,,,extrapolated (11 iterations),,,,high frequency slope correction (7 iterations),,,
# period (s),sa (g),period (s),sa (g),frequency (Hz),FAS (g-s),period (s),sa (g),frequency (Hz),FAS (g-s),period (s),sa (g),frequency (Hz),FAS (g-s)
,,,,4.00304,0.0415935,,,3.9053,0.0419493,,,3.9053,0.0419493
,,,,4.01521,0.0415411,,,3.91983,0.0418882,,,3.91983,0.0418882
,,,,4.02742,0.0414884,,,3.93441,0.0418267,,,3.93441,0.0418267
,,,,4.03966,0.0414354,,,3.94905,0.0417647,,,3.94905,0.0417647
,,,,4.05195,0.0413822,,,3.96374,0.0417022,,,3.96374,0.0417022
,,,,4.06427,0.0413286,,,3.97848,0.0416393,,,3.97848,0.0416393
,,,,4.07662,0.0412748,,,3.99328,0.0415759,,,3.99328,0.041576
,,,,4.08902,0.0412207,,,4.00814,0.0415121,,,4.00814,0.0415122
,,,,4.10145,0.0411662,,,4.02305,0.0414479,,,4.02305,0.0414479
,,,,4.11392,0.0411115,,,4.03802,0.0413832,,,4.03802,0.0413832
,,,,4.12643,0.0410565,,,4.05304,0.041318,,,4.05304,0.041318
,,,,4.13898,0.0410012,,,4.06812,0.0412524,,,4.06812,0.0412524
,,,,4.15156,0.0409456,,,4.08325,0.0411863,,,4.08325,0.0411864
,,,,4.16419,0.0408898,,,4.09844,0.0411198,,,4.09844,0.0411198
,,,,4.17685,0.0408336,,,4.11369,0.0410529,,,4.11369,0.0410529
,,,,4.18955,0.0407771,,,4.12899,0.0409854,,,4.12899,0.0409855
,,,,4.20229,0.0407204,,,4.14435,0.0409175,,,4.14435,0.0409176
,,,,4.21506,0.0406633,,,4.15977,0.0408492,,,4.15977,0.0408492
,,,,4.22788,0.040606,,,4.17524,0.0407804,,,4.17524,0.0407804
,,,,4.24074,0.0405484,,,4.19077,0.0407112,,,4.19077,0.0407112
,,,,4.25363,0.0404904,,,4.20636,0.0406414,,,4.20636,0.0406415
,,,,4.26656,0.0404322,,,4.22201,0.0405713,,,4.22201,0.0405713
,,,,4.27954,0.0403736,,,4.23772,0.0405006,,,4.23772,0.0405007
,,,,4.29255,0.0403148,,,4.25348,0.0404295,,,4.25348,0.0404296
,,,,4.3056,0.0402557,,,4.26931,0.0403579,,,4.26931,0.040358
,,,,4.31869,0.0401962,,,4.28519,0.0402859,,,4.28519,0.0402859
,,,,4.33182,0.0401364,,,4.30113,0.0402134,,,4.30113,0.0402134
,,,,4.34499,0.0400764,,,4.31713,0.0401404,,,4.31713,0.0401405
,,,,4.35821,0.040016,,,4.33319,0.040067,,,4.33319,0.040067
,,,,4.37146,0.0399553,,,4.34931,0.0399931,,,4.34931,0.0399931
,,,,4.38475,0.0398943,,,4.36549,0.0399187,,,4.36549,0.0399187
,,,,4.39808,0.039833,,,4.38173,0.0398438,,,4.38173,0.0398438
,,,,4.41145,0.0397714,,,4.39803,0.0397684,,,4.39803,0.0397685
,,,,4.42487,0.0397094,,,4.41439,0.0396926,,,4.41439,0.0396926
,,,,4.43832,0.0396472,,,4.43081,0.0396163,,,4.43081,0.0396163
,,,,4.45182,0.0395846,,,4.4473,0.0395395,,,4.4473,0.0395395
,,,,4.46535,0.0395217,,,4.46384,0.0394622,,,4.46384,0.0394622
,,,,4.47893,0.0394584,,,4.48045,0.0393844,,,4.48045,0.0393844
,,,,4.49255,0.0393949,,,4.49711,0.0393061,,,4.49711,0.0393062
,,,,4.50621,0.039331,,,4.51384,0.0392273,,,4.51384,0.0392274
,,,,4.51991,0.0392668,,,4.53064,0.0391481,,,4.53064,0.0391481
,,,,4.53365,0.0392022,,,4.54749,0.0390683,,,4.54749,0.0390684
,,,,4.54744,0.0391373,,,4.56441,0.0389881,,,4.56441,0.0389881
,,,,4.56126,0.0390721,,,4.58139,0.0389073,,,4.58139,0.0389074
,,,,4.57513,0.0390065,,,4.59843,0.0388261,,,4.59843,0.0388261
,,,,4.58904,0.0389406,,,4.61554,0.0387443,,,4.61554,0.0387444
,,,,4.603,0.0388743,,,4.63271,0.038662,,,4.63271,0.0386621
,,,,4.61699,0.0388077,,,4.64994,0.0385793,,,4.64994,0.0385793
,,,,4.63103,0.0387408,,,4.66724,0.038496,,,4.66724,0.038496
,,,,4.64511,0.0386735,,,4.6846,0.0384122,,,4.6846,0.0384123
,,,,4.65924,0.0386059,,,4.70203,0.0383279,,,4.70203,0.038328
,,,,4.6734,0.0385379,,,4.71952,0.0382431,,,4.71952,0.0382432
,,,,4.68761,0.0384695,,,4.73708,0.0381578,,,4.73708,0.0381579
,,,,4.70187,0.0384008,,,4.7547,0.038072,,,4.7547,0.038072
,,,,4.71616,0.0383318,,,4.77239,0.0379856,,,4.77239,0.0379857
,,,,4.7305,0.0382624,,,4.79014,0.0378988,,,4.79014,0.0378989
,,,,4.74489,0.0381926,,,4.80796,0.0378114,,,4.80796,0.0378115
,,,,4.75931,0.0381225,,,4.82585,0.0377236,,,4.82585,0.0377236
,,,,4.77378,0.038052,,,4.8438,0.0376352,,,4.8438,0.0376352
,,,,4.7883,0.0379811,,,4.86182,0.0375463,,,4.86182,0.0375463
,,,,4.80286,0.0379099,,,4.87991,0.0374569,,,4.87991,0.0374569
,,,,4.81746,0.0378384,,,4.89806,0.0373669,,,4.89806,0.037367
,,,,4.83211,0.0377664,,,4.91628,0.0372765,,,4.91628,0.0372766
,,,,4.8468,0.0376941,,,4.93457,0.0371856,,,4.93457,0.0371856
,,,,4.86154,0.0376215,,,4.95293,0.0370941,,,4.95293,0.0370942
,,,,4.87632,0.0375485,,,4.97135,0.0370022,,,4.97135,0.0370022
,,,,4.89115,0.0374751,,,4.98985,0.0369097,,,4.98985,0.0369097
,,,,4.90602,0.0374013,,,5.00841,0.0368167,,,5.00841,0.0368168
,,,,4.92094,0.0373272,,,5.02704,0.0367232,,,5.02704,0.0367233
,,,,4.9359,0.0372527,,,5.04574,0.0366293,,,5.04574,0.0366293
,,,,4.95091,0.0371779,,,5.06451,0.0365348,,,5.06451,0.0365348
,,,,4.96596,0.0371027,,,5.08335,0.0364398,,,5.08335,0.0364399
,,,,4.98106,0.0370271,,,5.10226,0.0363443,,,5.10226,0.0363444
,,,,4.99621,0.0369512,,,5.12125,0.0362484,,,5.12125,0.0362484
,,,,5.0114,0.0368749,,,5.1403,0.0361519,,,5.1403,0.036152
,,,,5.02663,0.0367983,,,5.15942,0.036055,,,5.15942,0.0360551
,,,,5.04192,0.0367213,,,5.17861,0.0359576,,,5.17861,0.0359576
,,,,5.05725,0.0366439,,,5.19788,0.0358597,,,5.19788,0.0358597
,,,,5.07263,0.0365662,,,5.21721,0.0357613,,,5.21721,0.0357614
,,,,5.08805,0.0364882,,,5.23662,0.0356625,,,5.23662,0.0356625
,,,,5.10352,0.0364097,,,5.2561,0.0355631,,,5.2561,0.0355632
,,,,5.11904,0.036331,,,5.27566,0.0354634,,,5.27566,0.0354634
,,,,5.1346,0.0362519,,,5.29528,0.0353631,,,5.29528,0.0353632
,,,,5.15021,0.0361724,,,5.31498,0.0352624,,,5.31498,0.0352624
,,,,5.16587,0.0360926,,,5.33475,0.0351612,,,5.33475,0.0351613
,,,,5.18158,0.0360124,,,5.3546,0.0350596,,,5.3546,0.0350597
,,,,5.19734,0.035932,,,5.37452,0.0349576,,,5.37452,0.0349576
,,,,5.21314,0.0358511,,,5.39451,0.0348551,,,5.39451,0.0348551
,,,,5.22899,0.03577,,,5.41458,0.0347521,,,5.41458,0.0347522
,,,,5.24489,0.0356885,,,5.43472,0.0346488,,,5.43472,0.0346488
,,,,5.26084,0.0356067,,,5.45494,0.034545,,,5.45494,0.034545
,,,,5.27683,0.0355245,,,5.47523,0.0344408,,,5.47523,0.0344408
,,,,5.29288,0.035442,,,5.4956,0.0343361,,,5.4956,0.0343362
,,,,5.30897,0.0353592,,,5.51605,0.0342311,,,5.51605,0.0342311
,,,,5.32511,0.0352761,,,5.53657,0.0341256,,,5.53657,0.0341257
,,,,5.3413,0.0351927,,,5.55716,0.0340198,,,5.55716,0.0340198
,,,,5.35754,0.035109,,,5.57784,0.0339135,,,5.57784,0.0339135
,,,,5.37383,0.0350249,,,5.59859,0.0338069,,,5.59859,0.0338069
,,,,5.39017,0.0349405,,,5.61941,0.0336998,,,5.61941,0.0336999
,,,,5.40656,0.0348559,,,5.64032,0.0335924,,,5.64032,0.0335924
,,,,5.423,0.0347709,,,5.6613,0.0334846,,,5.6613,0.0334847
,,,,5.43949,0.0346857,,,5.68236,0.0333765,,,5.68236,0.0333765
,,,,5.45603,0.0346001,,,5.7035,0.0332679,,,5.7035,0.033268
,,,,5.47262,0.0345143,,,5.72472,0.0331591,,,5.72472,0.0331591
,,,,5.48926,0.0344282,,,5.74601,0.0330498,,,5.74601,0.0330498
,,,,5.50595,0.0343418,,,5.76739,0.0329402,,,5.76739,0.0329402
,,,,5.52269,0.0342551,,,5.78885,0.0328303,,,5.78885,0.0328303
,,,,5.53948,0.0341681,,,5.81038,0.03272,,,5.81038,0.03272
,,,,5.55633,0.0340809,,,5.832,0.0326094,,,5.832,0.0326094
,,,,5.57322,0.0339934,,,5.85369,0.0324985,,,5.85369,0.0324985
,,,,5.59017,0.0339056,,,5.87547,0.0323872,,,5.87547,0.0323872
,,,,5.60716,0.0338176,,,5.89733,0.0322756,,,5.89733,0.0322756
,,,,5.62421,0.0337293,,,5.91926,0.0321638,,,5.91926,0.0321637
,,,,5.64131,0.0336408,,,5.94128,0.0320516,,,5.94128,0.0320515
,,,,5.65847,0.033552,,,5.96339,0.0319391,,,5.96339,0.0319391
,,,,5.67567,0.0334629,,,5.98557,0.0318263,,,5.98557,0.0318263
,,,,5.69293,0.0333736,,,6.00784,0.0317133,,,6.00784,0.0317132
,,,,5.71024,0.0332841,,,6.03019,0.0315999,,,6.03019,0.0315998
,,,,5.7276,0.0331943,,,6.05262,0.0314863,,,6.05262,0.0314862
,,,,5.74502,0.0331043,,,6.07514,0.0313724,,,6.07514,0.0313723
,,,,5.76248,0.033014,,,6.09774,0.0312582,,,6.09774,0.0312582
,,,,5.78001,0.0329236,,,6.12042,0.0311438,,,6.12042,0.0311437
,,,,5.79758,0.0328329,,,6.14319,0.0310292,,,6.14319,0.0310291
,,,,5.81521,0.0327419,,,6.16604,0.0309143,,,6.16604,0.0309142
,,,,5.83289,0.0326508,,,6.18898,0.0307991,,,6.18898,0.030799
,,,,5.85063,0.0325594,,,6.212,0.0306837,,,6.212,0.0306836
,,,,5.86841,0.0324678,,,6.23511,0.0305681,,,6.23511,0.030568
,,,,5.88626,0.032376,,,6.25831,0.0304523,,,6.25831,0.0304522
,,,,5.90416,0.032284,,,6.28159,0.0303363,,,6.28159,0.0303361
,,,,5.92211,0.0321918,,,6.30496,0.03022,,,6.30496,0.0302199
,,,,5.94011,0.0320994,,,6.32841,0.0301036,,,6.32841,0.0301035
,,,,5.95818,0.0320068,,,6.35196,0.0299869,,,6.35196,0.0299868
,,,,5.97629,0.031914,,,6.37559,0.0298701,,,6.37559,0.02987
,,,,5.99446,0.0318209,,,6.3993,0.0297531,,,6.3993,0.029753
,,,,6.01269,0.0317277,,,6.42311,0.029636,,,6.42311,0.0296358
,,,,6.03097,0.0316343,,,6.447,0.0295186,,,6.447,0.0295185
,,,,6.04931,0.0315408,,,6.47099,0.0294011,,,6.47099,0.029401
,,,,6.0677,0.031447,,,6.49506,0.0292835,,,6.49506,0.0292833
,,,,6.08615,0.031353,,,6.51922,0.0291657,,,6.51922,0.0291656
,,,,6.10466,0.0312589,,,6.54347,0.0290478,,,6.54347,0.0290476
,,,,6.12322,0.0311646,,,6.56782,0.0289298,,,6.56782,0.0289296
,,,,6.14184,0.0310701,,,6.59225,0.0288116,,,6.59225,0.0288115
,,,,6.16051,0.0309754,,,6.61677,0.0286934,,,6.61677,0.0286932
,,,,6.17924,0.0308806,,,6.64139,0.028575,,,6.64139,0.0285748
,,,,6.19803,0.0307856,,,6.66609,0.0284566,,,6.66609,0.0284564
,,,,6.21688,0.0306904,,,6.69089,0.0283381,,,6.69089,0.0283378
,,,,6.23578,0.0305951,,,6.71578,0.0282194,,,6.71578,0.0282192
,,,,6.25474,0.0304996,,,6.74077,0.0281008,,,6.74077,0.0281006
,,,,6.27376,0.030404,,,6.76584,0.0279821,,,6.76584,0.0279818
,,,,6.29283,0.0303082,,,6.79101,0.0278633,,,6.79101,0.027863
,,,,6.31197,0.0302123,,,6.81628,0.0277445,,,6.81628,0.0277442
,,,,6.33116,0.0301162,,,6.84163,0.0276256,,,6.84163,0.0276254
,,,,6.35041,0.03002,,,6.86709,0.0275068,,,6.86709,0.0275065
,,,,6.36972,0.0299236,,,6.89263,0.0273879,,,6.89263,0.0273877
,,,,6.38909,0.0298271,,,6.91827,0.0272691,,,6.91827,0.0272688
,,,,6.40851,0.0297305,,,6.94401,0.0271502,,,6.94401,0.02715
,,,,6.428,0.0296337,,,6.96984,0.0270314,,,6.96984,0.0270311
,,,,6.44754,0.0295368,,,6.99577,0.0269126,,,6.99577,0.0269123
,,,,6.46715,0.0294398,,,7.02179,0.0267938,,,7.02179,0.0267936
,,,,6.48681,0.0293427,,,7.04792,0.0266751,,,7.04792,0.0266749
,,,,6.50654,0.0292454,,,7.07414,0.0265565,,,7.07414,0.0265562
,,,,6.52632,0.0291481,,,7.10045,0.0264379,,,7.10045,0.0264376
,,,,6.54616,0.0290506,,,7.12687,0.0263194,,,7.12687,0.0263192
,,,,6.56607,0.028953,,,7.15338,0.026201,,,7.15338,0.0262008
,,,,6.58603,0.0288554,,,7.17999,0.0260827,,,7.17999,0.0260825
,,,,6.60606,0.0287576,,,7.2067,0.0259646,,,7.2067,0.0259643
,,,,6.62614,0.0286598,,,7.23351,0.0258465,,,7.23351,0.0258462
,,,,6.64629,0.0285618,,,7.26042,0.0257286,,,7.26042,0.0257283
,,,,6.6665,0.0284638,,,7.28743,0.0256108,,,7.28743,0.0256106
,,,,6.68677,0.0283657,,,7.31454,0.0254932,,,7.31454,0.0254929
,,,,6.7071,0.0282675,,,7.34175,0.0253758,,,7.34175,0.0253755
,,,,6.72749,0.0281693,,,7.36906,0.0252585,,,7.36906,0.0252582
,,,,6.74795,0.028071,,,7.39648,0.0251414,,,7.39648,0.0251411
,,,,6.76847,0.0279727,,,7.42399,0.0250245,,,7.42399,0.0250243
,,,,6.78905,0.0278743,,,7.45161,0.0249079,,,7.45161,0.0249076
,,,,6.80969,0.0277758,,,7.47933,0.0247914,,,7.47933,0.0247911
,,,,6.83039,0.0276774,,,7.50715,0.0246752,,,7.50715,0.0246749
,,,,6.85116,0.0275789,,,7.53508,0.0245592,,,7.53508,0.0245589
,,,,6.87199,0.0274803,,,7.56311,0.0244434,,,7.56311,0.0244432
,,,,6.89289,0.0273818,,,7.59125,0.0243279,,,7.59125,0.0243277
,,,,6.91385,0.0272832,,,7.61949,0.0242127,,,7.61949,0.0242125
,,,,6.93487,0.0271846,,,7.64783,0.0240978,,,7.64783,0.0240975
,,,,6.95596,0.027086,,,7.67628,0.0239831,,,7.67628,0.0239829
,,,,6.97711,0.0269874,,,7.70484,0.0238687,,,7.70484,0.0238685
,,,,6.99832,0.0268888,,,7.7335,0.0237547,,,7.7335,0.0237544
,,,,7.0196,0.0267903,,,7.76227,0.0236409,,,7.76227,0.0236407
,,,,7.04094,0.0266917,,,7.79115,0.0235275,,,7.79115,0.0235273
,,,,7.06235,0.0265932,,,7.82013,0.0234144,,,7.82013,0.0234142
,,,,7.08382,0.0264947,,,7.84922,0.0233016,,,7.84922,0.0233014
,,,,7.10536,0.0263963,,,7.87842,0.0231892,,,7.87842,0.023189
,,,,7.12697,0.0262979,,,7.90773,0.0230771,,,7.90773,0.023077
,,,,7.14864,0.0261996,,,7.93715,0.0229654,,,7.93715,0.0229653
,,,,7.17037,0.0261013,,,7.96668,0.0228541,,,7.96668,0.0228539
,,,,7.19218,0.0260031,,,7.99631,0.0227431,,,7.99631,0.022743
,,,,7.21404,0.025905,,,8.02606,0.0226326,,,8.02606,0.0226324
,,,,7.23598,0.025807,,,8.05592,0.0225224,,,8.05592,0.0225222
,,,,7.25798,0.025709,,,8.08589,0.0224126,,,8.08589,0.0224124
,,,,7.28005,0.0256112,,,8.11597,0.0223031,,,8.11597,0.022303
,,,,7.30218,0.0255134,,,8.14616,0.0221941,,,8.14616,0.022194
,,,,7.32439,0.0254158,,,8.17646,0.0220856,,,8.17646,0.0220854
,,,,7.34666,0.0253183,,,8.20688,0.0219774,,,8.20688,0.0219773
,,,,7.369,0.0252209,,,8.23741,0.0218696,,,8.23741,0.0218695
,,,,7.3914,0.0251236,,,8.26805,0.0217623,,,8.26805,0.0217622
,,,,7.41388,0.0250265,,,8.29881,0.0216554,,,8.29881,0.0216553
,,,,7.43642,0.0249296,,,8.32969,0.0215489,,,8.32969,0.0215489
,,,,7.45903,0.0248327,,,8.36067,0.0214429,,,8.36067,0.0214429
,,,,7.48171,0.0247361,,,8.39177,0.0213373,,,8.39177,0.0213373
,,,,7.50446,0.0246396,,,8.42299,0.0212322,,,8.42299,0.0212322
,,,,7.52728,0.0245432,,,8.45433,0.0211275,,,8.45433,0.0211275
,,,,7.55016,0.0244471,,,8.48578,0.0210233,,,8.48578,0.0210233
,,,,7.57312,0.0243511,,,8.51735,0.0209195,,,8.51735,0.0209195
,,,,7.59615,0.0242554,,,8.54903,0.0208161,,,8.54903,0.0208162
,,,,7.61924,0.0241598,,,8.58083,0.0207133,,,8.58083,0.0207133
,,,,7.64241,0.0240644,,,8.61276,0.0206109,,,8.61276,0.0206109
,,,,7.66565,0.0239693,,,8.6448,0.0205089,,,8.6448,0.020509
,,,,7.68895,0.0238743,,,8.67696,0.0204074,,,8.67696,0.0204075
,,,,7.71233,0.0237796,,,8.70924,0.0203064,,,8.70924,0.0203065
,,,,7.73578,0.0236851,,,8.74163,0.0202058,,,8.74163,0.0202059
,,,,7.7593,0.0235909,,,8.77415,0.0201058,,,8.77415,0.0201059
,,,,7.7829,0.0234969,,,8.80679,0.0200062,,,8.80679,0.0200063
,,,,7.80656,0.0234031,,,8.83956,0.019907,,,8.83956,0.0199071
,,,,7.8303,0.0233096,,,8.87244,0.0198083,,,8.87244,0.0198085
,,,,7.85411,0.0232163,,,8.90545,0.0197101,,,8.90545,0.0197103
,,,,7.87799,0.0231233,,,8.93858,0.0196124,,,8.93858,0.0196126
,,,,7.90194,0.0230306,,,8.97183,0.0195152,,,8.97183,0.0195153
,,,,7.92597,0.0229381,,,9.0052,0.0194184,,,9.0052,0.0194186
,,,,7.95007,0.0228459,,,9.0387,0.0193221,,,9.0387,0.0193223
,,,,7.97424,0.022754,,,9.07233,0.0192263,,,9.07233,0.0192265
,,,,7.99849,0.0226624,,,9.10608,0.0191309,,,9.10608,0.0191311
,,,,8.02281,0.022571,,,9.13995,0.019036,,,9.13995,0.0190363
,,,,8.0472,0.02248,,,9.17396,0.0189417,,,9.17396,0.0189419
,,,,8.07167,0.0223892,,,9.20808,0.0188477,,,9.20808,0.018848
,,,,8.09621,0.0222988,,,9.24234,0.0187543,,,9.24234,0.0187546
,,,,8.12083,0.0222086,,,9.27672,0.0186613,,,9.27672,0.0186616
,,,,8.14552,0.0221188,,,9.31123,0.0185688,,,9.31123,0.0185691
,,,,8.17029,0.0220292,,,9.34587,0.0184768,,,9.34587,0.0184771
,,,,8.19513,0.02194,,,9.38064,0.0183853,,,9.38064,0.0183856
,,,,8.22005,0.0218511,,,9.41553,0.0182942,,,9.41553,0.0182945
,,,,8.24504,0.0217625,,,9.45056,0.0182036,,,9.45056,0.018204
,,,,8.27011,0.0216742,,,9.48572,0.0181135,,,9.48572,0.0181139
,,,,8.29526,0.0215863,,,9.52101,0.0180239,,,9.52101,0.0180242
,,,,8.32048,0.0214986,,,9.55643,0.0179347,,,9.55643,0.0179351
,,,,8.34578,0.0214113,,,9.59198,0.0178461,,,9.59198,0.0178464
,,,,8.37115,0.0213243,,,9.62766,0.0177579,,,9.62766,0.0177583
,,,,8.39661,0.0212377,,,9.66348,0.0176702,,,9.66348,0.0176705
,,,,8.42214,0.0211513,,,9.69942,0.0175829,,,9.69942,0.0175833
,,,,8.44775,0.0210654,,,9.73551,0.0174962,,,9.73551,0.0174966
,,,,8.47343,0.0209797,,,9.77172,0.0174099,,,9.77172,0.0174103
,,,,8.4992,0.0208944,,,9.80808,0.0173241,,,9.80808,0.0173245
,,,,8.52504,0.0208094,,,9.84456,0.0172388,,,9.84456,0.0172392
,,,,8.55096,0.0207247,,,9.88119,0.017154,,,9.88119,0.0171544
,,,,8.57696,0.0206404,,,9.91794,0.0170696,,,9.91794,0.0170701
,,,,8.60304,0.0205564,,,9.95484,0.0169858,,,9.95484,0.0169862
,,,,8.6292,0.0204727,,,9.99187,0.0169024,,,9.99187,0.0169029
,,,,8.65543,0.0203894,,,10.029,0.0168195,,,10.029,0.01682
,,,,8.68175,0.0203064,,,10.0664,0.0167371,,,10.0664,0.0167376
,,,,8.70815,0.0202237,,,10.1038,0.0166552,,,10.1038,0.0166557
,,,,8.73463,0.0201414,,,10.1414,0.0165738,,,10.1414,0.0165743
,,,,8.76118,0.0200594,,,10.1791,0.0164929,,,10.1791,0.0164934
,,,,8.78782,0.0199777,,,10.217,0.0164124,,,10.217,0.0164129
,,,,8.81454,0.0198964,,,10.255,0.0163324,,,10.255,0.016333
,,,,8.84134,0.0198154,,,10.2931,0.016253,,,10.2931,0.0162535
,,,,8.86823,0.0197347,,,10.3314,0.016174,,,10.3314,0.0161745
,,,,8.89519,0.0196544,,,10.3699,0.0160955,,,10.3699,0.0160961
,,,,8.92224,0.0195744,,,10.4084,0.0160175,,,10.4084,0.0160181
,,,,8.94937,0.0194947,,,10.4472,0.01594,,,10.4472,0.0159406
,,,,8.97658,0.0194153,,,10.486,0.015863,,,10.486,0.0158636
,,,,9.00387,0.0193363,,,10.525,0.0157865,,,10.525,0.015787
,,,,9.03125,0.0192576,,,10.5642,0.0157105,,,10.5642,0.015711
,,,,9.05871,0.0191792,,,10.6035,0.0156349,,,10.6035,0.0156355
,,,,9.08625,0.0191012,,,10.6429,0.0155599,,,10.6429,0.0155604
,,,,9.11388,0.0190234,,,10.6825,0.0154853,,,10.6825,0.0154859
,,,,9.14159,0.018946,,,10.7223,0.0154112,,,10.7223,0.0154118
,,,,9.16939,0.0188689,,,10.7622,0.0153377,,,10.7622,0.0153382
,,,,9.19727,0.0187921,,,10.8022,0.0152646,,,10.8022,0.0152651
,,,,9.22523,0.0187156,,,10.8424,0.0151919,,,10.8424,0.0151925
,,,,9.25328,0.0186395,,,10.8827,0.0151198,,,10.8827,0.0151204
,,,,9.28142,0.0185636,,,10.9232,0.0150482,,,10.9232,0.0150487
,,,,9.30964,0.0184881,,,10.9638,0.014977,,,10.9638,0.0149776
,,,,9.33794,0.0184129,,,11.0046,0.0149063,,,11.0046,0.0149069
,,,,9.36634,0.018338,,,11.0456,0.0148361,,,11.0456,0.0148366
,,,,9.39482,0.0182634,,,11.0866,0.0147663,,,11.0866,0.0147669
,,,,9.42338,0.0181891,,,11.1279,0.0146971,,,11.1279,0.0146976
,,,,9.45203,0.0181152,,,11.1693,0.0146283,,,11.1693,0.0146288
,,,,9.48077,0.0180415,,,11.2108,0.0145599,,,11.2108,0.0145604
,,,,9.5096,0.0179681,,,11.2525,0.014492,,,11.2525,0.0144926
,,,,9.53852,0.0178951,,,11.2944,0.0144246,,,11.2944,0.0144251
,,,,9.56752,0.0178224,,,11.3364,0.0143576,,,11.3364,0.0143581
,,,,9.59661,0.0177499,,,11.3786,0.014291,,,11.3786,0.0142916
,,,,9.62579,0.0176778,,,11.4209,0.0142249,,,11.4209,0.0142255
,,,,9.65506,0.017606,,,11.4634,0.0141593,,,11.4634,0.0141598
,,,,9.68441,0.0175345,,,11.5061,0.014094,,,11.5061,0.0140945
,,,,9.71386,0.0174633,,,11.5489,0.0140292,,,11.5489,0.0140297
,,,,9.7434,0.0173925,,,11.5918,0.0139648,,,11.5918,0.0139653
,,,,9.77302,0.0173219,,,11.6349,0.0139008,,,11.6349,0.0139013
,,,,9.80274,0.0172516,,,11.6782,0.0138372,,,11.6782,0.0138377
,,,,9.83254,0.0171817,,,11.7217,0.0137741,,,11.7217,0.0137746
,,,,9.86244,0.0171121,,,11.7653,0.0137113,,,11.7653,0.0137118
,,,,9.89243,0.0170427,,,11.809,0.0136489,,,11.809,0.0136494
,,,,9.9225,0.0169737,,,11.853,0.0135869,,,11.853,0.0135874
,,,,9.95267,0.0169051,,,11.8971,0.0135253,,,11.8971,0.0135257
,,,,9.98294,0.0168367,,,11.9413,0.013464,,,11.9413,0.0134645
,,,,10.0133,0.0167686,,,11.9857,0.0134031,,,11.9857,0.0134035
,,,,10.0437,0.0167009,,,12.0303,0.0133426,,,12.0303,0.013343
,,,,10.0743,0.0166335,,,12.0751,0.0132824,,,12.0751,0.0132828
,,,,10.1049,0.0165664,,,12.12,0.0132225,,,12.12,0.0132229
,,,,10.1356,0.0164997,,,12.1651,0.013163,,,12.1651,0.0131634
,,,,10.1664,0.0164332,,,12.2104,0.0131038,,,12.2104,0.0131042
,,,,10.1974,0.0163671,,,12.2558,0.0130449,,,12.2558,0.0130453
,,,,10.2284,0.0163014,,,12.3014,0.0129863,,,12.3014,0.0129867
,,,,10.2595,0.0162359,,,12.3471,0.012928,,,12.3471,0.0129284
,,,,10.2907,0.0161708,,,12.3931,0.0128701,,,12.3931,0.0128704
,,,,10.322,0.0161061,,,12.4392,0.0128124,,,12.4392,0.0128127
,,,,10.3533,0.0160416,,,12.4854,0.012755,,,12.4854,0.0127553
,,,,10.3848,0.0159775,,,12.5319,0.0126978,,,12.5319,0.0126982
,,,,10.4164,0.0159138,,,12.5785,0.012641,,,12.5785,0.0126413
,,,,10.4481,0.0158504,,,12.6253,0.0125844,,,12.6253,0.0125847
,,,,10.4798,0.0157873,,,12.6723,0.012528,,,12.6723,0.0125283
,,,,10.5117,0.0157246,,,12.7194,0.0124719,,,12.7194,0.0124722
,,,,10.5437,0.0156622,,,12.7667,0.0124161,,,12.7667,0.0124163
,,,,10.5757,0.0156002,,,12.8142,0.0123604,,,12.8142,0.0123607
,,,,10.6079,0.0155386,,,12.8619,0.012305,,,12.8619,0.0123053
,,,,10.6401,0.0154772,,,12.9097,0.0122498,,,12.9097,0.0122501
,,,,10.6725,0.0154163,,,12.9578,0.0121949,,,12.9578,0.0121951
,,,,10.7049,0.0153557,,,13.006,0.0121401,,,13.006,0.0121403
,,,,10.7375,0.0152954,,,13.0544,0.0120856,,,13.0544,0.0120858
,,,,10.7701,0.0152355,,,13.1029,0.0120312,,,13.1029,0.0120314
,,,,10.8029,0.0151759,,,13.1517,0.011977,,,13.1517,0.0119772
,,,,10.8357,0.0151168,,,13.2006,0.0119231,,,13.2006,0.0119233
,,,,10.8687,0.0150579,,,13.2497,0.0118693,,,13.2497,0.0118695
,,,,10.9017,0.0149994,,,13.299,0.0118156,,,13.299,0.0118158
,,,,10.9349,0.0149413,,,13.3485,0.0117622,,,13.3485,0.0117624
,,,,10.9681,0.0148836,,,13.3981,0.0117089,,,13.3981,0.0117091
,,,,11.0015,0.0148262,,,13.448,0.0116558,,,13.448,0.011656
,,,,11.0349,0.0147691,,,13.498,0.0116029,,,13.498,0.0116031
,,,,11.0685,0.0147124,,,13.5482,0.0115501,,,13.5482,0.0115503
,,,,11.1021,0.014656,,,13.5986,0.0114975,,,13.5986,0.0114976
,,,,11.1359,0.0146,,,13.6492,0.011445,,,13.6492,0.0114452
,,,,11.1697,0.0145444,,,13.7,0.0113926,,,13.7,0.0113928
,,,,11.2037,0.0144891,,,13.7509,0.0113405,,,13.7509,0.0113407
,,,,11.2378,0.0144341,,,13.8021,0.0112884,,,13.8021,0.0112886
