# Strata OUTPUT -- Response -- 25 (Outcrop) -- Shear Strain Time Series -- manual-example\G01000.AT2
# Example site for the manual figures
# Time (s),S-1
25.335,-2.95502e-05
25.34,-5.28014e-05
25.345,-7.0751e-05
25.35,-8.43251e-05
25.355,-9.35885e-05
25.36,-9.91039e-05
25.365,-0.000102862
25.37,-0.000107067
25.375,-0.000112719
25.38,-0.000119669
25.385,-0.000127687
25.39,-0.000137351
25.395,-0.000149559
25.4,-0.000164599
25.405,-0.000182372
25.41,-0.00020282
25.415,-0.000225598
25.42,-0.000249842
25.425,-0.000274585
25.43,-0.000299022
25.435,-0.000322054
25.44,-0.000342361
25.445,-0.000359577
25.45,-0.000374545
25.455,-0.0003879
25.46,-0.000399329
25.465,-0.000408718
25.47,-0.000417111
25.475,-0.000425587
25.48,-0.00043388
25.485,-0.000441139
25.49,-0.000447175
25.495,-0.000451718
25.5,-0.000453531
25.505,-0.000451665
25.51,-0.000446464
25.515,-0.000438535
25.52,-0.000427999
25.525,-0.000414991
25.53,-0.000399901
25.535,-0.000383227
25.54,-0.000365663
25.545,-0.000348192
25.55,-0.000331657
25.555,-0.00031618
25.56,-0.000301147
25.565,-0.000285682
25.57,-0.000269227
25.575,-0.000251778
25.58,-0.000233408
25.585,-0.000213723
25.59,-0.000192382
25.595,-0.000170096
25.6,-0.000148395
25.605,-0.000128525
25.61,-0.000111321
25.615,-9.7762e-05
25.62,-8.87666e-05
25.625,-8.47691e-05
25.63,-8.56664e-05
25.635,-9.05413e-05
25.64,-9.78601e-05
25.645,-0.00010623
25.65,-0.000114337
25.655,-0.000120877
25.66,-0.000125178
25.665,-0.000127158
25.67,-0.000126489
25.675,-0.000122524
25.68,-0.000115439
25.685,-0.000106394
25.69,-9.59267e-05
25.695,-8.36219e-05
25.7,-6.94046e-05
25.705,-5.35018e-05
25.71,-3.60985e-05
25.715,-1.82019e-05
25.72,-1.29624e-06
25.725,1.3965e-05
25.73,2.7629e-05
25.735,3.98705e-05
25.74,5.08786e-05
25.745,6.07537e-05
25.75,7.00747e-05
25.755,8.05219e-05
25.76,9.37579e-05
25.765,0.000110017
25.77,0.000128831
25.775,0.000149947
25.78,0.000172652
25.785,0.000195432
25.79,0.000216538
25.795,0.000234203
25.8,0.000246883
25.805,0.000254244
25.81,0.000257559
25.815,0.000258126
25.82,0.000255824
25.825,0.000250132
25.83,0.000241526
25.835,0.000231047
25.84,0.000219343
25.845,0.000206405
25.85,0.000191906
25.855,0.000175991
25.86,0.000159329
25.865,0.000142365
25.87,0.000125223
25.875,0.000108323
25.88,9.25508e-05
25.885,7.86739e-05
25.89,6.66992e-05
25.895,5.5786e-05
25.9,4.51412e-05
25.905,3.47011e-05
25.91,2.43714e-05
25.915,1.37834e-05
25.92,2.96016e-06
25.925,-7.59604e-06
25.93,-1.68563e-05
25.935,-2.37525e-05
25.94,-2.82397e-05
25.945,-3.03983e-05
25.95,-2.89089e-05
25.955,-2.25537e-05
25.96,-1.21422e-05
25.965,6.43643e-07
25.97,1.45725e-05
25.975,2.82785e-05
25.98,4.01935e-05
25.985,4.93826e-05
25.99,5.55285e-05
25.995,5.88065e-05
26,6.03674e-05
26.005,6.19058e-05
26.01,6.45319e-05
26.015,6.84686e-05
26.02,7.33408e-05
26.025,7.86215e-05
26.03,8.38682e-05
26.035,8.82592e-05
26.04,9.02746e-05
26.045,8.8394e-05
26.05,8.22725e-05
26.055,7.29885e-05
26.06,6.19498e-05
26.065,4.98708e-05
26.07,3.68031e-05
26.075,2.27094e-05
26.08,7.76649e-06
26.085,-7.88951e-06
26.09,-2.45907e-05
26.095,-4.3132e-05
26.1,-6.38949e-05
26.105,-8.56958e-05
26.11,-0.000106058
26.115,-0.000122974
26.12,-0.000135882
26.125,-0.000144969
26.13,-0.000150321
26.135,-0.000151732
26.14,-0.000148981
26.145,-0.000142656
26.15,-0.000134623
26.155,-0.0001271
26.16,-0.000121194
26.165,-0.000116934
26.17,-0.000114387
26.175,-0.000113401
26.18,-0.00011255
26.185,-0.000110011
26.19,-0.000105216
26.195,-9.82718e-05
26.2,-8.89144e-05
26.205,-7.74094e-05
26.21,-6.51025e-05
26.215,-5.32421e-05
26.22,-4.23681e-05
26.225,-3.27854e-05
26.23,-2.47095e-05
26.235,-1.80217e-05
26.24,-1.23e-05
26.245,-7.33635e-06
26.25,-3.48593e-06
26.255,-1.32414e-06
26.26,-1.05642e-06
26.265,-2.10209e-06
26.27,-3.46394e-06
26.275,-4.56319e-06
26.28,-5.08718e-06
26.285,-4.78507e-06
26.29,-3.89981e-06
26.295,-2.70939e-06
26.3,-1.13557e-06
26.305,8.09454e-07
26.31,3.17847e-06
26.315,6.05294e-06
26.32,8.77575e-06
26.325,1.03756e-05
26.33,1.09779e-05
26.335,1.16446e-05
26.34,1.28348e-05
26.345,1.41611e-05
26.35,1.54885e-05
26.355,1.72652e-05
26.36,1.99276e-05
26.365,2.36806e-05
26.37,2.89084e-05
26.375,3.6382e-05
26.38,4.65878e-05
26.385,5.90687e-05
26.39,7.3075e-05
26.395,8.80613e-05
26.4,0.00010283
26.405,0.000115585
26.41,0.000125119
26.415,0.000130846
26.42,0.000132285
26.425,0.000129301
26.43,0.000122507
26.435,0.000113163
26.44,0.000102525
26.445,9.12448e-05
26.45,7.96252e-05
26.455,6.82923e-05
26.46,5.81556e-05
26.465,4.96557e-05
26.47,4.23935e-05
26.475,3.567e-05
26.48,2.93144e-05
26.485,2.36162e-05
26.49,1.85405e-05
26.495,1.40432e-05
26.5,1.0905e-05
26.505,9.96977e-06
26.51,1.10044e-05
26.515,1.34229e-05
26.52,1.72142e-05
26.525,2.21486e-05
26.53,2.73855e-05
26.535,3.25859e-05
26.54,3.83012e-05
26.545,4.51144e-05
26.55,5.32e-05
26.555,6.26305e-05
26.56,7.35593e-05
26.565,8.60598e-05
26.57,0.000100018
26.575,0.000115254
26.58,0.000131366
26.585,0.000147077
26.59,0.000160526
26.595,0.00017072
26.6,0.000177752
26.605,0.000181658
26.61,0.000182149
26.615,0.000179404
26.62,0.000174361
26.625,0.000167958
26.63,0.000160473
26.635,0.000151634
26.64,0.000140772
26.645,0.000127065
26.65,0.000109931
26.655,8.9023e-05
26.66,6.46069e-05
26.665,3.76123e-05
26.67,8.62071e-06
26.675,-2.19795e-05
26.68,-5.29362e-05
26.685,-8.26275e-05
26.69,-0.000110135
26.695,-0.000135243
26.7,-0.0001583
26.705,-0.000179683
26.71,-0.000198209
26.715,-0.000211616
26.72,-0.000219265
26.725,-0.000222265
26.73,-0.000221072
26.735,-0.000215066
26.74,-0.000203784
26.745,-0.00018705
26.75,-0.000164989
26.755,-0.000138808
26.76,-0.000110596
26.765,-8.22849e-05
26.77,-5.51348e-05
26.775,-2.96461e-05
26.78,-5.69173e-06
26.785,1.73303e-05
26.79,4.02217e-05
26.795,6.32119e-05
26.8,8.60666e-05
26.805,0.000109257
26.81,0.000133811
26.815,0.000159944
26.82,0.000186482
26.825,0.000211409
26.83,0.000233396
26.835,0.000252921
26.84,0.000270941
26.845,0.000287103
26.85,0.000300376
26.855,0.000310532
26.86,0.000317765
26.865,0.000321888
26.87,0.000322699
26.875,0.000320167
26.88,0.000314199
26.885,0.000304634
26.89,0.000291552
26.895,0.000276031
26.9,0.000260043
26.905,0.000244738
26.91,0.000230013
26.915,0.00021633
26.92,0.000204969
26.925,0.000196429
26.93,0.000190254
26.935,0.000185695
26.94,0.000181819
26.945,0.000177924
26.95,0.000174084
26.955,0.000170712
26.96,0.000167899
26.965,0.000165718
26.97,0.000164452
26.975,0.000163879
26.98,0.000163201
26.985,0.000161964
26.99,0.000160276
26.995,0.000158166
27,0.000155367
27.005,0.000151749
27.01,0.000147576
27.015,0.000142957
27.02,0.000137411
27.025,0.000130675
27.03,0.000123297
27.035,0.000115719
27.04,0.000107566
27.045,9.81583e-05
27.05,8.73708e-05
27.055,7.60251e-05
27.06,6.53487e-05
27.065,5.59968e-05
27.07,4.80306e-05
27.075,4.18628e-05
27.08,3.82423e-05
27.085,3.66862e-05
27.09,3.53735e-05
27.095,3.37963e-05
27.1,3.34652e-05
27.105,3.50455e-05
27.11,3.75579e-05
27.115,4.08431e-05
27.12,4.61753e-05
27.125,5.39481e-05
27.13,6.25173e-05
27.135,7.0076e-05
27.14,7.6697e-05
27.145,8.36225e-05
27.15,9.09875e-05
27.155,9.74013e-05
27.16,0.000101815
27.165,0.000104632
27.17,0.000106888
27.175,0.000109283
27.18,0.000111969
27.185,0.000114714
27.19,0.00011721
27.195,0.000119176
27.2,0.000120143
27.205,0.000119355
27.21,0.000116287
27.215,0.000110815
27.22,0.000102424
27.225,9.04622e-05
27.23,7.51643e-05
27.235,5.71153e-05
27.24,3.67367e-05
27.245,1.51097e-05
27.25,-6.04938e-06
27.255,-2.5854e-05
27.26,-4.48475e-05
27.265,-6.3361e-05
27.27,-8.02945e-05
27.275,-9.46952e-05
27.28,-0.000106993
27.285,-0.000117574
27.29,-0.000126039
27.295,-0.000132457
27.3,-0.00013721
27.305,-0.000139872
27.31,-0.000140165
27.315,-0.000139051
27.32,-0.000137642
27.325,-0.000135956
27.33,-0.000133498
27.335,-0.000130334
27.34,-0.000126658
27.345,-0.000122412
27.35,-0.000117908
27.355,-0.000113398
27.36,-0.00010833
27.365,-0.00010207
27.37,-9.49495e-05
27.375,-8.80293e-05
27.38,-8.19515e-05
27.385,-7.69296e-05
27.39,-7.35748e-05
27.395,-7.25967e-05
27.4,-7.40582e-05
27.405,-7.74594e-05
27.41,-8.23644e-05
27.415,-8.87266e-05
27.42,-9.6675e-05
27.425,-0.000106204
27.43,-0.000116757
27.435,-0.000127289
27.44,-0.000137335
27.445,-0.000147183
27.45,-0.000156735
27.455,-0.000165516
27.46,-0.000173407
27.465,-0.000180338
27.47,-0.000186246
27.475,-0.000191465
27.48,-0.000196418
27.485,-0.000201374
27.49,-0.000206372
27.495,-0.000210911
27.5,-0.000214302
27.505,-0.000216249
27.51,-0.000216487
27.515,-0.000214519
27.52,-0.000210292
27.525,-0.000204586
27.53,-0.000198226
27.535,-0.000191288
27.54,-0.000184044
27.545,-0.000177794
27.55,-0.000173331
27.555,-0.000169932
27.56,-0.000166479
27.565,-0.00016235
27.57,-0.000157265
27.575,-0.000150961
27.58,-0.000143452
27.585,-0.000135593
27.59,-0.000128439
27.595,-0.000122111
27.6,-0.000116181
27.605,-0.000110636
27.61,-0.000105852
27.615,-0.000102013
27.62,-9.85971e-05
27.625,-9.44865e-05
27.63,-8.90152e-05
27.635,-8.25911e-05
27.64,-7.60887e-05
27.645,-7.0111e-05
27.65,-6.49776e-05
27.655,-6.07926e-05
27.66,-5.71366e-05
27.665,-5.32545e-05
27.67,-4.85549e-05
27.675,-4.23551e-05
27.68,-3.37704e-05
27.685,-2.2788e-05
27.69,-1.06539e-05
27.695,1.7385e-06
27.7,1.46448e-05
27.705,2.80528e-05
27.71,4.07543e-05
27.715,5.11169e-05
27.72,5.82991e-05
27.725,6.24906e-05
27.73,6.43846e-05
27.735,6.49978e-05
27.74,6.53552e-05
27.745,6.60318e-05
27.75,6.72406e-05
27.755,6.90427e-05
27.76,7.12823e-05
27.765,7.35012e-05
27.77,7.53618e-05
27.775,7.70309e-05
27.78,7.86092e-05
27.785,7.97145e-05
27.79,7.99316e-05
27.795,7.9127e-05
27.8,7.74413e-05
27.805,7.49582e-05
27.81,7.14236e-05
27.815,6.68614e-05
27.82,6.17488e-05
27.825,5.61643e-05
27.83,5.01104e-05
27.835,4.42626e-05
27.84,3.91365e-05
27.845,3.46771e-05
27.85,3.10524e-05
27.855,2.86586e-05
27.86,2.78832e-05
27.865,2.89969e-05
27.87,3.12834e-05
27.875,3.33595e-05
27.88,3.46256e-05
27.885,3.49807e-05
27.89,3.39289e-05
27.895,3.0962e-05
27.9,2.60188e-05
27.905,1.92986e-05
27.91,1.11749e-05
27.915,2.26151e-06
27.92,-6.86284e-06
27.925,-1.56946e-05
27.93,-2.34755e-05
27.935,-2.97639e-05
27.94,-3.52079e-05
27.945,-4.05906e-05
27.95,-4.60763e-05
27.955,-5.22941e-05
27.96,-6.01231e-05
27.965,-6.87923e-05
27.97,-7.64809e-05
27.975,-8.31285e-05
27.98,-9.00277e-05
27.985,-9.68633e-05
27.99,-0.000102499
27.995,-0.000107812
28,-0.000114669
28.005,-0.00012344
28.01,-0.000133231
28.015,-0.000143072
28.02,-0.000152347
28.025,-0.00016093
28.03,-0.000168908
28.035,-0.000176188
28.04,-0.000182589
28.045,-0.000188113
28.05,-0.000192901
28.055,-0.000197102
28.06,-0.0002009
28.065,-0.00020444
28.07,-0.000207643
28.075,-0.000210466
28.08,-0.000213346
28.085,-0.000216487
28.09,-0.000218828
28.095,-0.000218778
28.1,-0.000215845
28.105,-0.000211069
28.11,-0.000205758
28.115,-0.000199965
28.12,-0.000192916
28.125,-0.00018473
28.13,-0.000176281
28.135,-0.000167601
28.14,-0.000158023
28.145,-0.000147466
28.15,-0.00013622
28.155,-0.000124059
28.16,-0.000110241
28.165,-9.40971e-05
28.17,-7.57075e-05
28.175,-5.59577e-05
28.18,-3.55829e-05
28.185,-1.45668e-05
28.19,7.29799e-06
28.195,2.984e-05
28.2,5.26879e-05
28.205,7.56122e-05
28.21,9.85741e-05
28.215,0.000121582
28.22,0.000144235
28.225,0.000165387
28.23,0.000183705
28.235,0.000198493
28.24,0.000209763
28.245,0.000217543
28.25,0.000221516
28.255,0.000221708
28.26,0.000219088
28.265,0.00021514
28.27,0.000211145
28.275,0.000207796
28.28,0.000204926
28.285,0.000201731
28.29,0.000197728
28.295,0.000193034
28.3,0.000187466
28.305,0.000179988
28.31,0.000169516
28.315,0.000156124
28.32,0.000140854
28.325,0.00012455
28.33,0.000107373
28.335,8.93331e-05
28.34,7.12981e-05
28.345,5.48228e-05
28.35,4.05524e-05
28.355,2.81336e-05
28.36,1.77238e-05
28.365,9.82156e-06
28.37,3.9791e-06
28.375,-5.26542e-07
28.38,-3.55405e-06
28.385,-5.16729e-06
28.39,-6.64011e-06
28.395,-9.2638e-06
28.4,-1.33105e-05
28.405,-1.88428e-05
28.41,-2.61099e-05
28.415,-3.46327e-05
28.42,-4.32431e-05
28.425,-5.09037e-05
28.43,-5.67812e-05
28.435,-6.02084e-05
28.44,-6.0756e-05
28.445,-5.81471e-05
28.45,-5.27258e-05
28.455,-4.57281e-05
28.46,-3.81864e-05
28.465,-3.02365e-05
28.47,-2.20742e-05
28.475,-1.45096e-05
28.48,-7.89928e-06
28.485,-1.71364e-06
28.49,4.17716e-06
28.495,9.19249e-06
28.5,1.28532e-05
28.505,1.45352e-05
28.51,1.34993e-05
28.515,9.90426e-06
28.52,4.85933e-06
28.525,-3.76294e-07
28.53,-4.90998e-06
28.535,-8.46438e-06
28.54,-1.09893e-05
28.545,-1.17601e-05
28.55,-9.91338e-06
28.555,-5.92693e-06
28.56,-1.07222e-06
28.565,3.73211e-06
28.57,7.6259e-06
28.575,9.68516e-06
28.58,9.05563e-06
28.585,5.11738e-06
28.59,-1.6968e-06
28.595,-9.68532e-06
28.6,-1.68778e-05
28.605,-2.20976e-05
28.61,-2.53225e-05
28.615,-2.70709e-05
28.62,-2.78662e-05
28.625,-2.8665e-05
28.63,-3.05873e-05
28.635,-3.38618e-05
28.64,-3.79061e-05
28.645,-4.24552e-05
28.65,-4.80785e-05
28.655,-5.51216e-05
28.66,-6.26778e-05
28.665,-6.94862e-05
28.67,-7.51375e-05
28.675,-7.98297e-05
28.68,-8.39811e-05
28.685,-8.79459e-05
28.69,-9.11481e-05
28.695,-9.26218e-05
28.7,-9.27259e-05
28.705,-9.24997e-05
28.71,-9.15322e-05
28.715,-8.85069e-05
28.72,-8.38204e-05
28.725,-7.94366e-05
28.73,-7.59771e-05
28.735,-7.22971e-05
28.74,-6.77076e-05
28.745,-6.27436e-05
28.75,-5.82042e-05
28.755,-5.42584e-05
28.76,-5.03053e-05
28.765,-4.58786e-05
28.77,-4.13813e-05
28.775,-3.72629e-05
28.78,-3.33407e-05
28.785,-2.94797e-05
28.79,-2.58692e-05
28.795,-2.24933e-05
28.8,-1.89992e-05
28.805,-1.51677e-05
28.81,-1.12959e-05
28.815,-7.87889e-06
28.82,-5.11052e-06
28.825,-2.99848e-06
28.83,-1.78669e-06
28.835,-1.96683e-06
28.84,-3.67663e-06
28.845,-6.35957e-06
28.85,-9.29893e-06
28.855,-1.19203e-05
28.86,-1.35046e-05
28.865,-1.3296e-05
28.87,-1.10892e-05
28.875,-7.3583e-06
28.88,-2.64935e-06
28.885,2.7145e-06
28.89,8.45022e-06
28.895,1.40398e-05
28.9,1.84977e-05
28.905,2.11537e-05
28.91,2.26218e-05
28.915,2.41683e-05
28.92,2.65456e-05
28.925,2.9908e-05
28.93,3.44044e-05
28.935,4.02707e-05
28.94,4.75999e-05
28.945,5.61487e-05
28.95,6.49894e-05
28.955,7.31544e-05
28.96,8.08132e-05
28.965,8.86754e-05
28.97,9.66815e-05
28.975,0.000104234
28.98,0.000110947
28.985,0.000116541
28.99,0.000120737
28.995,0.000123147
29,0.000122651
29.005,0.00011783
29.01,0.000108142
29.015,9.36325e-05
29.02,7.43826e-05
29.025,5.11556e-05
29.03,2.5769e-05
29.035,4.30969e-07
29.04,-2.31649e-05
29.045,-4.43447e-05
29.05,-6.32038e-05
29.055,-8.00751e-05
29.06,-9.51389e-05
29.065,-0.000108442
29.07,-0.000120727
29.075,-0.00013353
29.08,-0.000147676
29.085,-0.000162566
29.09,-0.000177019
29.095,-0.000189969
29.1,-0.000200782
29.105,-0.000209691
29.11,-0.000217545
29.115,-0.000224537
29.12,-0.000229739
29.125,-0.000232324
29.13,-0.00023264
29.135,-0.000231668
29.14,-0.000229714
29.145,-0.000225777
29.15,-0.000218367
29.155,-0.000206731
29.16,-0.000190785
29.165,-0.00017055
29.17,-0.000146384
29.175,-0.000119332
29.18,-9.09739e-05
29.185,-6.3037e-05
29.19,-3.71153e-05
29.195,-1.45139e-05
29.2,4.07161e-06
29.205,1.89652e-05
29.21,3.10726e-05
29.215,4.07228e-05
29.22,4.76537e-05
29.225,5.22855e-05
29.23,5.58942e-05
29.235,5.94516e-05
29.24,6.33586e-05
29.245,6.77951e-05
29.25,7.23241e-05
29.255,7.61158e-05
29.26,7.92054e-05
29.265,8.24518e-05
29.27,8.65339e-05
29.275,9.19445e-05
29.28,9.92682e-05
29.285,0.000108747
29.29,0.000119774
29.295,0.000131482
29.3,0.000143678
29.305,0.000156186
29.31,0.000168111
29.315,0.000178908
29.32,0.000188892
29.325,0.000198405
29.33,0.000207817
29.335,0.000217778
29.34,0.000228853
29.345,0.000241521
29.35,0.000256355
29.355,0.000273608
29.36,0.00029288
29.365,0.000313241
29.37,0.000333307
29.375,0.00035157
29.38,0.000367173
29.385,0.000380108
29.39,0.000390329
29.395,0.000397493
29.4,0.000401806
29.405,0.000403712
29.41,0.000402926
29.415,0.000399073
29.42,0.00039253
29.425,0.000383618
29.43,0.000371842
29.435,0.000356533
29.44,0.000337856
29.445,0.000316941
29.45,0.00029505
29.455,0.000272617
29.46,0.000249505
29.465,0.000226188
29.47,0.00020365
29.475,0.000182061
29.48,0.000160756
29.485,0.000139417
29.49,0.000118169
29.495,9.66683e-05
29.5,7.42631e-05
29.505,5.13772e-05
29.51,2.96604e-05
29.515,1.01222e-05
29.52,-7.5092e-06
29.525,-2.30971e-05
29.53,-3.54769e-05
29.535,-4.39943e-05
29.54,-4.91301e-05
29.545,-5.14382e-05
29.55,-5.13333e-05
29.555,-4.93644e-05
29.56,-4.55218e-05
29.565,-3.91669e-05
29.57,-2.996e-05
29.575,-1.83985e-05
29.58,-5.50746e-06
29.585,8.07448e-06
29.59,2.25767e-05
29.595,3.87113e-05
29.6,5.69478e-05
29.605,7.67431e-05
29.61,9.6679e-05
29.615,0.00011555
29.62,0.000132649
29.625,0.000147694
29.63,0.00016119
29.635,0.000173597
29.64,0.000184583
29.645,0.000194412
29.65,0.000204225
29.655,0.000214097
29.66,0.000222988
29.665,0.000230656
29.67,0.000237633
29.675,0.00024378
29.68,0.000248426
29.685,0.000251088
29.69,0.000251558
29.695,0.000250225
29.7,0.000247856
29.705,0.000244668
29.71,0.000240612
29.715,0.000236
29.72,0.000230761
29.725,0.000224499
29.73,0.000217767
29.735,0.000211646
29.74,0.000206048
29.745,0.000199891
29.75,0.000193114
29.755,0.000186951
29.76,0.00018202
29.765,0.000177904
29.77,0.000174497
29.775,0.000172482
29.78,0.000172727
29.785,0.000175411
29.79,0.000179527
29.795,0.000183704
29.8,0.000187411
29.805,0.000190526
29.81,0.000192239
29.815,0.000191592
29.82,0.000188642
29.825,0.000183864
29.83,0.000177256
29.835,0.000169062
29.84,0.000160121
29.845,0.000150863
29.85,0.000141073
29.855,0.00013075
29.86,0.00012057
29.865,0.000111422
29.87,0.000103301
29.875,9.50245e-05
29.88,8.56581e-05
29.885,7.52363e-05
29.89,6.38968e-05
29.895,5.17821e-05
29.9,3.95485e-05
29.905,2.76172e-05
29.91,1.53134e-05
29.915,1.84671e-06
29.92,-1.22988e-05
29.925,-2.60148e-05
29.93,-3.89745e-05
29.935,-5.10262e-05
29.94,-6.13903e-05
29.945,-6.98598e-05
29.95,-7.7234e-05
29.955,-8.40694e-05
29.96,-9.02683e-05
29.965,-9.56038e-05
29.97,-0.0001002
29.975,-0.000104817
29.98,-0.000110487
29.985,-0.00011764
29.99,-0.0001257
29.995,-0.000133921
30,-0.000142091
30.005,-0.0001499
30.01,-0.000157023
30.015,-0.000163747
30.02,-0.000170063
30.025,-0.000175242
30.03,-0.000179202
30.035,-0.000182793
30.04,-0.00018653
30.045,-0.000190258
30.05,-0.000193974
30.055,-0.000198207
30.06,-0.000203408
30.065,-0.000209089
30.07,-0.000213999
30.075,-0.000217566
30.08,-0.000220608
30.085,-0.000223879
30.09,-0.000226767
30.095,-0.000227903
30.1,-0.000226078
30.105,-0.000220792
30.11,-0.000212553
30.115,-0.000201706
30.12,-0.000187477
30.125,-0.000169559
30.13,-0.000149326
30.135,-0.000128483
30.14,-0.000107996
30.145,-8.8558e-05
30.15,-7.04754e-05
30.155,-5.3377e-05
30.16,-3.72058e-05
30.165,-2.26813e-05
30.17,-1.02002e-05
30.175,7.59313e-07
30.18,1.10446e-05
30.185,2.10951e-05
30.19,3.07835e-05
30.195,3.97591e-05
30.2,4.76018e-05
30.205,5.39841e-05
30.21,5.90394e-05
30.215,6.30438e-05
30.22,6.56841e-05
30.225,6.61161e-05
30.23,6.37516e-05
30.235,5.86167e-05
30.24,5.08241e-05
30.245,4.02223e-05
30.25,2.69232e-05
30.255,1.17341e-05
30.26,-4.26694e-06
30.265,-2.00866e-05
30.27,-3.46234e-05
30.275,-4.69085e-05
30.28,-5.67132e-05
30.285,-6.45847e-05
30.29,-7.12737e-05
30.295,-7.711e-05
30.3,-8.19619e-05
30.305,-8.57196e-05
30.31,-8.85366e-05
30.315,-9.06358e-05
30.32,-9.21256e-05
30.325,-9.30516e-05
30.33,-9.35031e-05
30.335,-9.36119e-05
30.34,-9.36492e-05
30.345,-9.43063e-05
30.35,-9.64671e-05
30.355,-0.000100347
30.36,-0.000105518
30.365,-0.000111826
30.37,-0.000118992
30.375,-0.000125564
30.38,-0.000129856
30.385,-0.000131567
30.39,-0.000131557
30.395,-0.000130867
30.4,-0.00013047
30.405,-0.00013113
30.41,-0.000133375
30.415,-0.000137945
30.42,-0.00014562
30.425,-0.000156097
30.43,-0.000167861
30.435,-0.000179546
30.44,-0.000190465
30.445,-0.00020017
30.45,-0.000208784
30.455,-0.000216999
30.46,-0.000224953
30.465,-0.000232023
30.47,-0.000237797
30.475,-0.000242676
30.48,-0.000247014
30.485,-0.000250182
30.49,-0.000251171
30.495,-0.000249305
30.5,-0.000244175
30.505,-0.000235672
30.51,-0.000224362
30.515,-0.000211529
30.52,-0.000198523
30.525,-0.00018634
30.53,-0.000175454
30.535,-0.000165335
30.54,-0.000154911
30.545,-0.000143618
30.55,-0.000131153
30.555,-0.000117334
30.56,-0.000102725
30.565,-8.80591e-05
30.57,-7.32772e-05
30.575,-5.81516e-05
30.58,-4.3502e-05
30.585,-3.05985e-05
30.59,-1.9179e-05
30.595,-7.75703e-06
30.6,4.05392e-06
30.605,1.55404e-05
30.61,2.65915e-05
30.615,3.74203e-05
30.62,4.76406e-05
30.625,5.70516e-05
30.63,6.60826e-05
30.635,7.48588e-05
30.64,8.2922e-05
30.645,8.98313e-05
30.65,9.54907e-05
30.655,0.000100292
30.66,0.000104932
30.665,0.000109956
30.67,0.000115782
30.675,0.000122671
30.68,0.000130349
30.685,0.000138096
30.69,0.000145246
30.695,0.000151472
30.7,0.000156942
30.705,0.000162371
30.71,0.00016833
30.715,0.000174374
30.72,0.000179599
30.725,0.000183931
30.73,0.000187754
30.735,0.000190732
30.74,0.000192118
30.745,0.000191358
30.75,0.000188065
30.755,0.000182341
30.76,0.000174766
30.765,0.000165893
30.77,0.000156494
30.775,0.000147647
30.78,0.000139784
30.785,0.000132577
30.79,0.000125707
30.795,0.000118505
30.8,0.000109799
30.805,9.91013e-05
30.81,8.69014e-05
30.815,7.35466e-05
30.82,5.86861e-05
30.825,4.2205e-05
30.83,2.49684e-05
30.835,8.01371e-06
30.84,-8.39779e-06
30.845,-2.46139e-05
30.85,-4.07069e-05
30.855,-5.62274e-05
30.86,-7.09785e-05
30.865,-8.51555e-05
30.87,-9.8658e-05
30.875,-0.000110976
30.88,-0.000121779
30.885,-0.000131463
30.89,-0.000140605
30.895,-0.000148981
30.9,-0.000156057
30.905,-0.000161982
30.91,-0.000167199
30.915,-0.000171905
30.92,-0.0001765
30.925,-0.000181265
30.93,-0.000185316
30.935,-0.000187614
30.94,-0.000188548
30.945,-0.000188842
30.95,-0.000188227
30.955,-0.000186433
30.96,-0.000183915
30.965,-0.00018118
30.97,-0.000178624
30.975,-0.000176854
30.98,-0.000176298
30.985,-0.000176823
30.99,-0.000177993
30.995,-0.000179442
31,-0.000181135
31.005,-0.000183348
31.01,-0.00018612
31.015,-0.00018888
31.02,-0.000191368
31.025,-0.000194387
31.03,-0.000198636
31.035,-0.000203881
31.04,-0.000209845
31.045,-0.000216717
31.05,-0.000224561
31.055,-0.000232793
31.06,-0.00024024
31.065,-0.000246019
31.07,-0.000250307
31.075,-0.000253582
31.08,-0.000256001
31.085,-0.000258101
31.09,-0.000260355
31.095,-0.000261988
31.1,-0.000262017
31.105,-0.000260977
31.11,-0.000260035
31.115,-0.000259357
31.12,-0.000258807
31.125,-0.000258702
31.13,-0.000258837
31.135,-0.000258353
31.14,-0.000256768
31.145,-0.000254217
31.15,-0.000251148
31.155,-0.000248128
31.16,-0.000245607
31.165,-0.000243653
31.17,-0.000241793
31.175,-0.000239329
31.18,-0.000235864
31.185,-0.000231038
31.19,-0.000224228
31.195,-0.000215299
31.2,-0.000204868
31.205,-0.000193212
31.21,-0.000180058
31.215,-0.000165969
31.22,-0.000152802
31.225,-0.00014222
31.23,-0.000134348
31.235,-0.000128116
31.24,-0.00012231
31.245,-0.000115865
31.25,-0.000107578
31.255,-9.63085e-05
31.26,-8.18816e-05
31.265,-6.54547e-05
31.27,-4.8314e-05
31.275,-3.06611e-05
31.28,-1.22145e-05
31.285,6.70711e-06
31.29,2.5438e-05
31.295,4.40797e-05
31.3,6.3603e-05
31.305,8.45631e-05
31.31,0.000106819
31.315,0.000130272
31.32,0.000154231
31.325,0.000177024
31.33,0.000197494
31.335,0.000215724
31.34,0.000231826
31.345,0.00024487
31.35,0.000253822
31.355,0.000259097
31.36,0.000261961
31.365,0.000262863
31.37,0.000261656
31.375,0.000259099
31.38,0.000256707
31.385,0.000255102
31.39,0.000253643
31.395,0.00025128
31.4,0.000247315
31.405,0.00024171
31.41,0.000234542
